itemId,itemName,itemLvl,quality,qualityName,classId,classIdName,subClassId,inventorySlot,inventorySlotName,crmRarity,crmSlot,slotType
14315,Celestial Kilt,59,2,Uncommon,4,Armor,1,7,Legs,257260000,257260002,Cloth
14316,Celestial Pauldrons,59,2,Uncommon,4,Armor,1,3,Shoulder,257260000,257260003,Cloth
14317,Celestial Silk Robes,61,2,Uncommon,4,Armor,1,5,Chest,257260000,257260002,Cloth
14318,Resplendent Tunic,63,2,Uncommon,4,Armor,1,5,Chest,257260000,257260002,Cloth
14319,Resplendent Boots,59,2,Uncommon,4,Armor,1,8,Feet,257260000,257260003,Cloth
14320,Resplendent Bracelets,57,2,Uncommon,4,Armor,1,9,Wrist,257260000,257260004,Cloth
14321,Resplendent Cloak,55,2,Uncommon,4,Armor,-6,16,Back,257260000,257260004,
14322,Resplendent Circlet,62,2,Uncommon,4,Armor,1,1,Head,257260000,257260002,Cloth
14323,Resplendent Gauntlets,60,2,Uncommon,4,Armor,1,10,Hands,257260000,257260003,Cloth
14324,Resplendent Sarong,60,2,Uncommon,4,Armor,1,7,Legs,257260000,257260002,Cloth
14325,Resplendent Epaulets,61,2,Uncommon,4,Armor,1,3,Shoulder,257260000,257260003,Cloth
14326,Resplendent Robes,63,2,Uncommon,4,Armor,1,5,Chest,257260000,257260002,Cloth
14327,Resplendent Belt,58,2,Uncommon,4,Armor,1,6,Waist,257260000,257260003,Cloth
14328,Eternal Chestguard,65,2,Uncommon,4,Armor,1,5,Chest,257260000,257260002,Cloth
14329,Eternal Boots,62,2,Uncommon,4,Armor,1,8,Feet,257260000,257260003,Cloth
14330,Eternal Bindings,61,2,Uncommon,4,Armor,1,9,Wrist,257260000,257260004,Cloth
14331,Eternal Cloak,58,2,Uncommon,4,Armor,-6,16,Back,257260000,257260004,
14332,Eternal Crown,64,2,Uncommon,4,Armor,1,1,Head,257260000,257260002,Cloth
14333,Eternal Gloves,63,2,Uncommon,4,Armor,1,10,Hands,257260000,257260003,Cloth
14334,Eternal Sarong,63,2,Uncommon,4,Armor,1,7,Legs,257260000,257260002,Cloth
14335,Eternal Spaulders,63,2,Uncommon,4,Armor,1,3,Shoulder,257260000,257260003,Cloth
14336,Eternal Wraps,65,2,Uncommon,4,Armor,1,5,Chest,257260000,257260002,Cloth
14337,Eternal Cord,61,2,Uncommon,4,Armor,1,6,Waist,257260000,257260003,Cloth
14340,Freezing Lich Robes,62,3,Rare,4,Armor,1,5,Chest,257260001,257260002,Cloth
14341,Rune Thread,50,1,Common,7,Trade Goods,0,0,,257260004,257260004,
14342,Mooncloth,55,1,Common,7,Trade Goods,0,0,,257260004,257260004,
14343,Small Brilliant Shard,50,3,Rare,7,Trade Goods,0,0,,257260001,257260004,
14344,Large Brilliant Shard,55,3,Rare,7,Trade Goods,0,0,,257260001,257260004,
14417,Silksand Tunic,44,2,Uncommon,4,Armor,1,5,Chest,257260000,257260002,Cloth
14421,Silksand Circlet,42,2,Uncommon,4,Armor,1,1,Head,257260000,257260002,Cloth
14422,Silksand Gloves,40,2,Uncommon,4,Armor,1,10,Hands,257260000,257260003,Cloth
14423,Silksand Shoulder Pads,40,2,Uncommon,4,Armor,1,3,Shoulder,257260000,257260003,Cloth
14424,Silksand Legwraps,42,2,Uncommon,4,Armor,1,7,Legs,257260000,257260002,Cloth
14425,Silksand Wraps,44,2,Uncommon,4,Armor,1,5,Chest,257260000,257260002,Cloth
14427,Windchaser Wraps,49,2,Uncommon,4,Armor,1,5,Chest,257260000,257260002,Cloth
14428,Windchaser Footpads,44,2,Uncommon,4,Armor,1,8,Feet,257260000,257260003,Cloth
14429,Windchaser Cuffs,43,2,Uncommon,4,Armor,1,9,Wrist,257260000,257260004,Cloth
14430,Windchaser Cloak,42,2,Uncommon,4,Armor,-6,16,Back,257260000,257260004,
14431,Windchaser Handguards,44,2,Uncommon,4,Armor,1,10,Hands,257260000,257260003,Cloth
14432,Windchaser Amice,45,2,Uncommon,4,Armor,1,3,Shoulder,257260000,257260003,Cloth
14433,Windchaser Woolies,46,2,Uncommon,4,Armor,1,7,Legs,257260000,257260002,Cloth
14434,Windchaser Robes,49,2,Uncommon,4,Armor,1,5,Chest,257260000,257260002,Cloth
14435,Windchaser Cinch,43,2,Uncommon,4,Armor,1,6,Waist,257260000,257260003,Cloth
14436,Windchaser Coronet,46,2,Uncommon,4,Armor,1,1,Head,257260000,257260002,Cloth
14437,Venomshroud Vest,54,2,Uncommon,4,Armor,1,5,Chest,257260000,257260002,Cloth
14438,Venomshroud Boots,48,2,Uncommon,4,Armor,1,8,Feet,257260000,257260003,Cloth
14439,Venomshroud Armguards,47,2,Uncommon,4,Armor,1,9,Wrist,257260000,257260004,Cloth
14440,Venomshroud Cape,46,2,Uncommon,4,Armor,-6,16,Back,257260000,257260004,
14441,Venomshroud Mask,50,2,Uncommon,4,Armor,1,1,Head,257260000,257260002,Cloth
14442,Venomshroud Mitts,49,2,Uncommon,4,Armor,1,10,Hands,257260000,257260003,Cloth
14443,Venomshroud Mantle,49,2,Uncommon,4,Armor,1,3,Shoulder,257260000,257260003,Cloth
14444,Venomshroud Leggings,52,2,Uncommon,4,Armor,1,7,Legs,257260000,257260002,Cloth
14445,Venomshroud Silk Robes,54,2,Uncommon,4,Armor,1,5,Chest,257260000,257260002,Cloth
14446,Venomshroud Belt,48,2,Uncommon,4,Armor,1,6,Waist,257260000,257260003,Cloth
14447,Highborne Footpads,53,2,Uncommon,4,Armor,1,8,Feet,257260000,257260003,Cloth
14448,Highborne Bracelets,52,2,Uncommon,4,Armor,1,9,Wrist,257260000,257260004,Cloth
14449,Highborne Crown,57,2,Uncommon,4,Armor,1,1,Head,257260000,257260002,Cloth
14450,Highborne Cloak,51,2,Uncommon,4,Armor,-6,16,Back,257260000,257260004,
14451,Highborne Gloves,53,2,Uncommon,4,Armor,1,10,Hands,257260000,257260003,Cloth
14452,Highborne Pauldrons,54,2,Uncommon,4,Armor,1,3,Shoulder,257260000,257260003,Cloth
14453,Highborne Robes,59,2,Uncommon,4,Armor,1,5,Chest,257260000,257260002,Cloth
14454,Highborne Cord,53,2,Uncommon,4,Armor,1,6,Waist,257260000,257260003,Cloth
14455,Highborne Padded Armor,59,2,Uncommon,4,Armor,1,5,Chest,257260000,257260002,Cloth
14456,Elunarian Vest,64,2,Uncommon,4,Armor,1,5,Chest,257260000,257260002,Cloth
14457,Elunarian Cuffs,58,2,Uncommon,4,Armor,1,9,Wrist,257260000,257260004,Cloth
14458,Elunarian Boots,60,2,Uncommon,4,Armor,1,8,Feet,257260000,257260003,Cloth
14459,Elunarian Cloak,57,2,Uncommon,4,Armor,-6,16,Back,257260000,257260004,
14460,Elunarian Diadem,63,2,Uncommon,4,Armor,1,1,Head,257260000,257260002,Cloth
14461,Elunarian Handgrips,62,2,Uncommon,4,Armor,1,10,Hands,257260000,257260003,Cloth
14462,Elunarian Sarong,62,2,Uncommon,4,Armor,1,7,Legs,257260000,257260002,Cloth
14463,Elunarian Spaulders,62,2,Uncommon,4,Armor,1,3,Shoulder,257260000,257260003,Cloth
14464,Elunarian Silk Robes,64,2,Uncommon,4,Armor,1,5,Chest,257260000,257260002,Cloth
14465,Elunarian Belt,60,2,Uncommon,4,Armor,1,6,Waist,257260000,257260003,Cloth
14466,Pattern: Frostweave Tunic,51,2,Uncommon,9,Recipes,2,0,,257260000,257260004,Cloth
14467,Pattern: Frostweave Robe,51,2,Uncommon,9,Recipes,2,0,,257260000,257260004,Cloth
14468,Pattern: Runecloth Bag,52,1,Common,9,Recipes,2,0,,257260004,257260004,Runecloth Bag
14469,Pattern: Runecloth Robe,52,1,Common,9,Recipes,2,0,,257260004,257260004,Cloth
14470,Pattern: Runecloth Tunic,52,2,Uncommon,9,Recipes,2,0,,257260000,257260004,Cloth
14471,Pattern: Cindercloth Vest,52,2,Uncommon,9,Recipes,2,0,,257260000,257260004,Cloth
14472,Pattern: Runecloth Cloak,53,1,Common,9,Recipes,2,0,,257260004,257260004,
14473,Pattern: Ghostweave Belt,53,2,Uncommon,9,Recipes,2,0,,257260000,257260004,Cloth
14474,Pattern: Frostweave Gloves,53,2,Uncommon,9,Recipes,2,0,,257260000,257260004,Cloth
14476,Pattern: Cindercloth Gloves,54,2,Uncommon,9,Recipes,2,0,,257260000,257260004,Cloth
14477,Pattern: Ghostweave Gloves,54,2,Uncommon,9,Recipes,2,0,,257260000,257260004,Cloth
14478,Pattern: Brightcloth Robe,54,2,Uncommon,9,Recipes,2,0,,257260000,257260004,Cloth
14479,Pattern: Brightcloth Gloves,54,2,Uncommon,9,Recipes,2,0,,257260000,257260004,Cloth
14480,Pattern: Ghostweave Vest,55,2,Uncommon,9,Recipes,2,0,,257260000,257260004,Cloth
14481,Pattern: Runecloth Gloves,55,1,Common,9,Recipes,2,0,,257260004,257260004,Cloth
14482,Pattern: Cindercloth Cloak,55,2,Uncommon,9,Recipes,2,0,,257260000,257260004,
14483,Pattern: Felcloth Pants,55,1,Common,9,Recipes,2,0,,257260004,257260004,Cloth
14484,Pattern: Brightcloth Cloak,55,2,Uncommon,9,Recipes,2,0,,257260000,257260004,
14485,Pattern: Wizardweave Leggings,55,2,Uncommon,9,Recipes,2,0,,257260000,257260004,Cloth
14486,Pattern: Cloak of Fire,55,3,Rare,9,Recipes,2,0,,257260001,257260004,
14487,Bonechill Hammer,62,3,Rare,2,Weapons,4,13,One-Hand,257260001,257260001,Mace
14488,Pattern: Runecloth Boots,56,1,Common,9,Recipes,2,0,,257260004,257260004,Cloth
14489,Pattern: Frostweave Pants,56,2,Uncommon,9,Recipes,2,0,,257260000,257260004,Cloth
14490,Pattern: Cindercloth Pants,56,2,Uncommon,9,Recipes,2,0,,257260000,257260004,Cloth
14491,Pattern: Runecloth Pants,57,2,Uncommon,9,Recipes,2,0,,257260000,257260004,Cloth
14492,Pattern: Felcloth Boots,57,2,Uncommon,9,Recipes,2,0,,257260000,257260004,Cloth
14493,Pattern: Robe of Winter Night,57,3,Rare,9,Recipes,2,0,,257260001,257260004,Cloth
14494,Pattern: Brightcloth Pants,58,2,Uncommon,9,Recipes,2,0,,257260000,257260004,Cloth
14495,Pattern: Ghostweave Pants,58,2,Uncommon,9,Recipes,2,0,,257260000,257260004,Cloth
14496,Pattern: Felcloth Hood,58,2,Uncommon,9,Recipes,2,0,,257260000,257260004,Cloth
14497,Pattern: Mooncloth Leggings,58,3,Rare,9,Recipes,2,0,,257260001,257260004,Cloth
14498,Pattern: Runecloth Headband,59,2,Uncommon,9,Recipes,2,0,,257260000,257260004,Cloth
14499,Pattern: Mooncloth Bag,60,2,Uncommon,9,Recipes,2,0,,257260000,257260004,
14500,Pattern: Wizardweave Robe,60,2,Uncommon,9,Recipes,2,0,,257260000,257260004,Cloth
14501,Pattern: Mooncloth Vest,60,3,Rare,9,Recipes,2,0,,257260001,257260004,Cloth
14502,Frostbite Girdle,62,3,Rare,4,Armor,2,6,Waist,257260001,257260003,Leather
14503,Death's Clutch,62,3,Rare,4,Armor,2,3,Shoulder,257260001,257260003,Leather
14504,Pattern: Runecloth Shoulders,61,2,Uncommon,9,Recipes,2,0,,257260000,257260004,Cloth
14505,Pattern: Wizardweave Turban,61,2,Uncommon,9,Recipes,2,0,,257260000,257260004,Cloth
14506,Pattern: Felcloth Robe,61,2,Uncommon,9,Recipes,2,0,,257260000,257260004,Cloth
14507,Pattern: Mooncloth Shoulders,61,3,Rare,9,Recipes,2,0,,257260001,257260004,Cloth
14508,Pattern: Felcloth Shoulders,62,2,Uncommon,9,Recipes,2,0,,257260000,257260004,Cloth
14509,Pattern: Mooncloth Circlet,62,3,Rare,9,Recipes,2,0,,257260001,257260004,Cloth
14510,Pattern: Bottomless Bag,62,3,Rare,9,Recipes,2,0,,257260001,257260004,
14511,Pattern: Gloves of Spell Mastery,62,4,Epic,9,Recipes,2,0,,257260002,257260004,Cloth
14512,Pattern: Truefaith Vestments,62,4,Epic,9,Recipes,2,0,,257260002,257260004,Cloth
14513,Pattern: Robe of the Archmage,62,4,Epic,9,Recipes,2,0,,257260002,257260004,Cloth
14514,Pattern: Robe of the Void,62,4,Epic,9,Recipes,2,0,,257260002,257260004,Cloth
14522,Maelstrom Leggings,62,3,Rare,4,Armor,3,7,Legs,257260001,257260002,Mail
14525,Boneclenched Gauntlets,62,3,Rare,4,Armor,4,10,Hands,257260001,257260003,Plate
14526,Pattern: Mooncloth,55,1,Common,9,Recipes,2,0,,257260004,257260004,Mooncloth
14528,Rattlecage Buckler,62,3,Rare,4,Armor,6,14,Shield,257260001,257260005,Shield
14529,Runecloth Bandage,52,1,Common,0,Consumables,0,0,,257260004,257260004,
14530,Heavy Runecloth Bandage,58,1,Common,0,Consumables,0,0,,257260004,257260004,
14531,Frightskull Shaft,59,3,Rare,2,Weapons,5,17,Two-Hand,257260001,257260000,Mace
14536,Bonebrace Hauberk,61,3,Rare,4,Armor,3,5,Chest,257260001,257260002,Mail
14537,Corpselight Greaves,62,3,Rare,4,Armor,4,8,Feet,257260001,257260003,Plate
14538,Deadwalker Mantle,62,3,Rare,4,Armor,1,3,Shoulder,257260001,257260003,Cloth
14539,Bone Ring Helm,62,3,Rare,4,Armor,2,1,Head,257260001,257260002,Leather
14541,Barovian Family Sword,61,3,Rare,2,Weapons,8,17,Two-Hand,257260001,257260000,Sword
14543,Darkshade Gloves,62,3,Rare,4,Armor,1,10,Hands,257260001,257260003,Cloth
14545,Ghostloom Leggings,62,3,Rare,4,Armor,2,7,Legs,257260001,257260002,Leather
14548,Royal Cap Spaulders,62,3,Rare,4,Armor,3,3,Shoulder,257260001,257260003,Mail
14549,Boots of Avoidance,45,4,Epic,4,Armor,4,8,Feet,257260002,257260003,Plate
14550,Bladebane Armguards,49,4,Epic,4,Armor,2,9,Wrist,257260002,257260004,Leather
14551,Edgemaster's Handguards,49,4,Epic,4,Armor,3,10,Hands,257260002,257260003,Mail
14552,Stockade Pauldrons,55,4,Epic,4,Armor,4,3,Shoulder,257260002,257260003,Plate
14553,Sash of Mercy,61,4,Epic,4,Armor,2,6,Waist,257260002,257260003,Leather
14554,Cloudkeeper Legplates,62,4,Epic,4,Armor,4,7,Legs,257260002,257260002,Plate
14555,Alcor's Sunrazor,63,4,Epic,2,Weapons,15,13,One-Hand,257260002,257260001,Dagger
14557,The Lion Horn of Stormwind,63,4,Epic,4,Armor,-4,12,Trinket,257260002,257260003,
14558,Lady Maye's Pendant,64,4,Epic,4,Armor,-3,2,Neck,257260002,257260004,
14576,Ebon Hilt of Marduk,59,3,Rare,2,Weapons,7,21,Main Hand,257260001,257260001,Sword
14577,Skullsmoke Pants,61,3,Rare,4,Armor,1,7,Legs,257260001,257260002,Cloth
14591,Hawkeye's Helm,40,2,Uncommon,4,Armor,2,1,Head,257260000,257260002,Leather
14592,Hawkeye's Tunic,40,2,Uncommon,4,Armor,2,5,Chest,257260000,257260002,Leather
14597,Deprecated Warden's Buckler,41,2,Uncommon,4,Armor,6,14,Shield,257260000,257260005,Shield
14598,Warden's Waistband,40,2,Uncommon,4,Armor,2,6,Waist,257260000,257260003,Leather
14599,Warden's Footpads,42,2,Uncommon,4,Armor,2,8,Feet,257260000,257260003,Leather
14600,Warden's Wristbands,40,2,Uncommon,4,Armor,2,9,Wrist,257260000,257260004,Leather
14601,Warden's Wraps,44,2,Uncommon,4,Armor,2,5,Chest,257260000,257260002,Leather
14603,Warden's Mantle,41,2,Uncommon,4,Armor,2,3,Shoulder,257260000,257260003,Leather
14604,Warden's Wizard Hat,45,2,Uncommon,4,Armor,2,1,Head,257260000,257260002,Leather
14605,Warden's Woolies,43,2,Uncommon,4,Armor,2,7,Legs,257260000,257260002,Leather
14606,Warden's Gloves,41,2,Uncommon,4,Armor,2,10,Hands,257260000,257260003,Leather
14611,Bloodmail Hauberk,61,3,Rare,4,Armor,3,5,Chest,257260001,257260002,Mail
14612,Bloodmail Legguards,61,3,Rare,4,Armor,3,7,Legs,257260001,257260002,Mail
14614,Bloodmail Belt,61,3,Rare,4,Armor,3,6,Waist,257260001,257260003,Mail
14615,Bloodmail Gauntlets,61,3,Rare,4,Armor,3,10,Hands,257260001,257260003,Mail
14616,Bloodmail Boots,61,3,Rare,4,Armor,3,8,Feet,257260001,257260003,Mail
14620,Deathbone Girdle,61,3,Rare,4,Armor,4,6,Waist,257260001,257260003,Plate
14621,Deathbone Sabatons,61,3,Rare,4,Armor,4,8,Feet,257260001,257260003,Plate
14622,Deathbone Gauntlets,61,3,Rare,4,Armor,4,10,Hands,257260001,257260003,Plate
14623,Deathbone Legguards,61,3,Rare,4,Armor,4,7,Legs,257260001,257260002,Plate
14624,Deathbone Chestplate,61,3,Rare,4,Armor,4,5,Chest,257260001,257260002,Plate
14626,Necropile Robe,61,3,Rare,4,Armor,1,5,Chest,257260001,257260002,Cloth
14629,Necropile Cuffs,61,3,Rare,4,Armor,1,9,Wrist,257260001,257260004,Cloth
14631,Necropile Boots,61,3,Rare,4,Armor,1,8,Feet,257260001,257260003,Cloth
14632,Necropile Leggings,61,3,Rare,4,Armor,1,7,Legs,257260001,257260002,Cloth
14633,Necropile Mantle,61,3,Rare,4,Armor,1,3,Shoulder,257260001,257260003,Cloth
14634,Recipe: Frost Oil,40,2,Uncommon,9,Recipes,6,0,,257260000,257260004,Frost Oil
14636,Cadaverous Belt,61,3,Rare,4,Armor,2,6,Waist,257260001,257260003,Leather
14637,Cadaverous Armor,61,3,Rare,4,Armor,2,5,Chest,257260001,257260002,Leather
14638,Cadaverous Leggings,61,3,Rare,4,Armor,2,7,Legs,257260001,257260002,Leather
14640,Cadaverous Gloves,61,3,Rare,4,Armor,2,10,Hands,257260001,257260003,Leather
14641,Cadaverous Walkers,61,3,Rare,4,Armor,2,8,Feet,257260001,257260003,Leather
14652,Scorpashi Sash,45,2,Uncommon,4,Armor,2,6,Waist,257260000,257260003,Leather
14653,Scorpashi Slippers,46,2,Uncommon,4,Armor,2,8,Feet,257260000,257260003,Leather
14654,Scorpashi Wristbands,44,2,Uncommon,4,Armor,2,9,Wrist,257260000,257260004,Leather
14655,Scorpashi Breastplate,49,2,Uncommon,4,Armor,2,5,Chest,257260000,257260002,Leather
14656,Scorpashi Cape,44,2,Uncommon,4,Armor,-6,16,Back,257260000,257260004,
14657,Scorpashi Gloves,46,2,Uncommon,4,Armor,2,10,Hands,257260000,257260003,Leather
14658,Scorpashi Skullcap,49,2,Uncommon,4,Armor,2,1,Head,257260000,257260002,Leather
14659,Scorpashi Leggings,47,2,Uncommon,4,Armor,2,7,Legs,257260000,257260002,Leather
14660,Scorpashi Shoulder Pads,47,2,Uncommon,4,Armor,2,3,Shoulder,257260000,257260003,Leather
14661,Keeper's Cord,49,2,Uncommon,4,Armor,2,6,Waist,257260000,257260003,Leather
14662,Keeper's Hooves,51,2,Uncommon,4,Armor,2,8,Feet,257260000,257260003,Leather
14663,Keeper's Bindings,48,2,Uncommon,4,Armor,2,9,Wrist,257260000,257260004,Leather
14664,Keeper's Armor,54,2,Uncommon,4,Armor,2,5,Chest,257260000,257260002,Leather
14665,Keeper's Cloak,48,2,Uncommon,4,Armor,-6,16,Back,257260000,257260004,
14666,Keeper's Gloves,51,2,Uncommon,4,Armor,2,10,Hands,257260000,257260003,Leather
14667,Keeper's Wreath,53,2,Uncommon,4,Armor,2,1,Head,257260000,257260002,Leather
14668,Keeper's Woolies,52,2,Uncommon,4,Armor,2,7,Legs,257260000,257260002,Leather
14669,Keeper's Mantle,51,2,Uncommon,4,Armor,2,3,Shoulder,257260000,257260003,Leather
14670,Pridelord Armor,59,2,Uncommon,4,Armor,2,5,Chest,257260000,257260002,Leather
14671,Pridelord Boots,56,2,Uncommon,4,Armor,2,8,Feet,257260000,257260003,Leather
14672,Pridelord Bands,53,2,Uncommon,4,Armor,2,9,Wrist,257260000,257260004,Leather
14673,Pridelord Cape,52,2,Uncommon,4,Armor,-6,16,Back,257260000,257260004,
14674,Pridelord Girdle,55,2,Uncommon,4,Armor,2,6,Waist,257260000,257260003,Leather
14675,Pridelord Gloves,56,2,Uncommon,4,Armor,2,10,Hands,257260000,257260003,Leather
14676,Pridelord Halo,58,2,Uncommon,4,Armor,2,1,Head,257260000,257260002,Leather
14677,Pridelord Pants,58,2,Uncommon,4,Armor,2,7,Legs,257260000,257260002,Leather
14678,Pridelord Pauldrons,57,2,Uncommon,4,Armor,2,3,Shoulder,257260000,257260003,Leather
14680,Indomitable Vest,64,2,Uncommon,4,Armor,2,5,Chest,257260000,257260002,Leather
14681,Indomitable Boots,62,2,Uncommon,4,Armor,2,8,Feet,257260000,257260003,Leather
14682,Indomitable Armguards,59,2,Uncommon,4,Armor,2,9,Wrist,257260000,257260004,Leather
14683,Indomitable Cloak,59,2,Uncommon,4,Armor,-6,16,Back,257260000,257260004,
14684,Indomitable Belt,60,2,Uncommon,4,Armor,2,6,Waist,257260000,257260003,Leather
14685,Indomitable Gauntlets,62,2,Uncommon,4,Armor,2,10,Hands,257260000,257260003,Leather
14686,Indomitable Headdress,63,2,Uncommon,4,Armor,2,1,Head,257260000,257260002,Leather
14687,Indomitable Leggings,62,2,Uncommon,4,Armor,2,7,Legs,257260000,257260002,Leather
14688,Indomitable Epaulets,61,2,Uncommon,4,Armor,2,3,Shoulder,257260000,257260003,Leather
14768,Ravager's Armor,44,2,Uncommon,4,Armor,3,5,Chest,257260000,257260002,Mail
14769,Ravager's Sandals,42,2,Uncommon,4,Armor,3,8,Feet,257260000,257260003,Mail
14770,Ravager's Armguards,40,2,Uncommon,4,Armor,3,9,Wrist,257260000,257260004,Mail
14772,Ravager's Handwraps,40,2,Uncommon,4,Armor,3,10,Hands,257260000,257260003,Mail
14774,Ravager's Crown,43,2,Uncommon,4,Armor,3,1,Head,257260000,257260002,Mail
14775,Ravager's Woolies,43,2,Uncommon,4,Armor,3,7,Legs,257260000,257260002,Mail
14776,Ravager's Mantle,43,2,Uncommon,4,Armor,3,3,Shoulder,257260000,257260003,Mail
14777,Ravager's Shield,44,2,Uncommon,4,Armor,6,14,Shield,257260000,257260005,Shield
14778,Khan's Bindings,45,2,Uncommon,4,Armor,3,9,Wrist,257260000,257260004,Mail
14779,Khan's Chestpiece,49,2,Uncommon,4,Armor,3,5,Chest,257260000,257260002,Mail
14780,Khan's Buckler,49,2,Uncommon,4,Armor,6,14,Shield,257260000,257260005,Shield
14781,Khan's Cloak,44,2,Uncommon,4,Armor,-6,16,Back,257260000,257260004,
14782,Khan's Gloves,45,2,Uncommon,4,Armor,3,10,Hands,257260000,257260003,Mail
14783,Khan's Belt,46,2,Uncommon,4,Armor,3,6,Waist,257260000,257260003,Mail
14784,Khan's Greaves,46,2,Uncommon,4,Armor,3,8,Feet,257260000,257260003,Mail
14785,Khan's Helmet,48,2,Uncommon,4,Armor,3,1,Head,257260000,257260002,Mail
14786,Khan's Legguards,47,2,Uncommon,4,Armor,3,7,Legs,257260000,257260002,Mail
14787,Khan's Mantle,47,2,Uncommon,4,Armor,3,3,Shoulder,257260000,257260003,Mail
14788,Protector Armguards,49,2,Uncommon,4,Armor,3,9,Wrist,257260000,257260004,Mail
14789,Protector Breastplate,54,2,Uncommon,4,Armor,3,5,Chest,257260000,257260002,Mail
14790,Protector Buckler,54,2,Uncommon,4,Armor,6,14,Shield,257260000,257260005,Shield
14791,Protector Cape,48,2,Uncommon,4,Armor,-6,16,Back,257260000,257260004,
14792,Protector Gauntlets,50,2,Uncommon,4,Armor,3,10,Hands,257260000,257260003,Mail
14793,Protector Waistband,50,2,Uncommon,4,Armor,3,6,Waist,257260000,257260003,Mail
14794,Protector Ankleguards,50,2,Uncommon,4,Armor,3,8,Feet,257260000,257260003,Mail
14795,Protector Helm,53,2,Uncommon,4,Armor,3,1,Head,257260000,257260002,Mail
14796,Protector Legguards,53,2,Uncommon,4,Armor,3,7,Legs,257260000,257260002,Mail
14797,Protector Pads,51,2,Uncommon,4,Armor,3,3,Shoulder,257260000,257260003,Mail
14798,Bloodlust Breastplate,59,2,Uncommon,4,Armor,3,5,Chest,257260000,257260002,Mail
14799,Bloodlust Boots,58,2,Uncommon,4,Armor,3,8,Feet,257260000,257260003,Mail
14800,Bloodlust Buckler,59,2,Uncommon,4,Armor,6,14,Shield,257260000,257260005,Shield
14801,Bloodlust Cape,52,2,Uncommon,4,Armor,-6,16,Back,257260000,257260004,
14802,Bloodlust Gauntlets,55,2,Uncommon,4,Armor,3,10,Hands,257260000,257260003,Mail
14803,Bloodlust Belt,55,2,Uncommon,4,Armor,3,6,Waist,257260000,257260003,Mail
14804,Bloodlust Helm,58,2,Uncommon,4,Armor,3,1,Head,257260000,257260002,Mail
14805,Bloodlust Britches,57,2,Uncommon,4,Armor,3,7,Legs,257260000,257260002,Mail
14806,Bloodlust Epaulets,57,2,Uncommon,4,Armor,3,3,Shoulder,257260000,257260003,Mail
14807,Bloodlust Bracelets,53,2,Uncommon,4,Armor,3,9,Wrist,257260000,257260004,Mail
14808,Warstrike Belt,59,2,Uncommon,4,Armor,3,6,Waist,257260000,257260003,Mail
14809,Warstrike Sabatons,62,2,Uncommon,4,Armor,3,8,Feet,257260000,257260003,Mail
14810,Warstrike Armsplints,59,2,Uncommon,4,Armor,3,9,Wrist,257260000,257260004,Mail
14811,Warstrike Chestguard,64,2,Uncommon,4,Armor,3,5,Chest,257260000,257260002,Mail
14812,Warstrike Buckler,64,2,Uncommon,4,Armor,6,14,Shield,257260000,257260005,Shield
14813,Warstrike Cape,57,2,Uncommon,4,Armor,-6,16,Back,257260000,257260004,
14814,Warstrike Helmet,63,2,Uncommon,4,Armor,3,1,Head,257260000,257260002,Mail
14815,Warstrike Gauntlets,62,2,Uncommon,4,Armor,3,10,Hands,257260000,257260003,Mail
14816,Warstrike Legguards,62,2,Uncommon,4,Armor,3,7,Legs,257260000,257260002,Mail
14817,Warstrike Shoulder Pads,62,2,Uncommon,4,Armor,3,3,Shoulder,257260000,257260003,Mail
14821,Symbolic Breastplate,43,2,Uncommon,4,Armor,4,5,Chest,257260000,257260002,Plate
14825,Symbolic Crest,43,2,Uncommon,4,Armor,6,14,Shield,257260000,257260005,Shield
14826,Symbolic Gauntlets,41,2,Uncommon,4,Armor,4,10,Hands,257260000,257260003,Plate
14827,Symbolic Belt,41,2,Uncommon,4,Armor,4,6,Waist,257260000,257260003,Plate
14828,Symbolic Greaves,42,2,Uncommon,4,Armor,4,8,Feet,257260000,257260003,Plate
14829,Symbolic Legplates,42,2,Uncommon,4,Armor,4,7,Legs,257260000,257260002,Plate
14830,Symbolic Pauldrons,42,2,Uncommon,4,Armor,4,3,Shoulder,257260000,257260003,Plate
14831,Symbolic Crown,43,2,Uncommon,4,Armor,4,1,Head,257260000,257260002,Plate
14832,Symbolic Vambraces,41,2,Uncommon,4,Armor,4,9,Wrist,257260000,257260004,Plate
14833,Tyrant's Gauntlets,44,2,Uncommon,4,Armor,4,10,Hands,257260000,257260003,Plate
14834,Tyrant's Armguards,43,2,Uncommon,4,Armor,4,9,Wrist,257260000,257260004,Plate
14835,Tyrant's Chestpiece,48,2,Uncommon,4,Armor,4,5,Chest,257260000,257260002,Plate
14838,Tyrant's Belt,43,2,Uncommon,4,Armor,4,6,Waist,257260000,257260003,Plate
14839,Tyrant's Greaves,44,2,Uncommon,4,Armor,4,8,Feet,257260000,257260003,Plate
14840,Tyrant's Legplates,47,2,Uncommon,4,Armor,4,7,Legs,257260000,257260002,Plate
14841,Tyrant's Epaulets,44,2,Uncommon,4,Armor,4,3,Shoulder,257260000,257260003,Plate
14842,Tyrant's Shield,48,2,Uncommon,4,Armor,6,14,Shield,257260000,257260005,Shield
14843,Tyrant's Helm,46,2,Uncommon,4,Armor,4,1,Head,257260000,257260002,Plate
